age,gender,screen_time,social_media,gaming,sleep,activity,support,platform,source,target
57,Female,7.57,6.39,2.68,8.65,6.64,Yes,Unknown,df1,0
41,Other,9.12,5.37,2.06,8.86,6.37,Yes,Unknown,df1,1
19,Male,5.15,5.72,1.95,4.82,0.99,No,Unknown,df1,0
41,Female,11.21,4.24,2.46,5.61,7.72,Yes,Unknown,df1,0
30,Other,13.91,7.86,2.82,5.28,3.49,No,Unknown,df1,0
25,Male,2.22,3.19,0.04,6.71,9.9,No,Unknown,df1,0
38,Female,12.57,2.86,3.31,4.79,4.92,No,Unknown,df1,0
50,Male,5.51,3.48,2.19,7.73,0.86,No,Unknown,df1,1
44,Female,12.87,6.05,2.75,5.47,9.16,Yes,Unknown,df1,0
61,Other,11.78,6.22,1.09,8.12,4.35,Yes,Unknown,df1,1
33,Male,1.82,6.64,2.28,7.63,5.09,Yes,Unknown,df1,0
38,Female,14.09,1.67,0.16,8.24,7.62,Yes,Unknown,df1,1
63,Female,8.65,3.15,1.1,4.97,2.64,No,Unknown,df1,0
18,Male,4.69,7.6,3.73,6.08,8.91,No,Unknown,df1,1
57,Female,10.84,6.26,1.83,6.75,4.54,No,Unknown,df1,1
48,Other,5.96,2.65,3.97,6.37,8.33,No,Unknown,df1,0
32,Female,10.06,6.65,2.11,4.35,3.78,Yes,Unknown,df1,0
47,Other,4.9,6.6,4.12,5.22,0.57,Yes,Unknown,df1,0
27,Female,4.33,5.58,4.96,6.89,6.93,No,Unknown,df1,0
45,Female,10.3,4.6,1.89,7.6,9.17,No,Unknown,df1,0
59,Female,10.41,6.96,2.01,6.92,9.43,Yes,Unknown,df1,0
22,Female,4.91,1.59,4.74,4.75,4.84,Yes,Unknown,df1,0
45,Other,12.3,7.03,2.34,7.35,4.32,No,Unknown,df1,1
26,Male,7.25,2.42,2.19,7.64,8.05,No,Unknown,df1,1
35,Female,7.11,0.91,1.63,5.28,7.76,Yes,Unknown,df1,0
58,Female,10.6,5.24,3.24,7.5,8.65,No,Unknown,df1,1
50,Other,10.69,6.92,3.59,6.68,3.73,Yes,Unknown,df1,1
46,Other,8.69,0.98,2.98,8.47,1.11,Yes,Unknown,df1,1
59,Female,11.61,3.57,1.61,7.65,0.13,No,Unknown,df1,1
27,Other,13.51,1.76,0.14,4.85,6.87,Yes,Unknown,df1,1
48,Male,7.07,2.27,2.21,5.12,9.8,Yes,Unknown,df1,0
54,Male,9.85,7.35,2.95,8.29,3.84,Yes,Unknown,df1,1
39,Male,11.86,2.2,2.92,7.59,2.77,No,Unknown,df1,0
61,Female,4.05,0.22,4.13,7.9,6.43,Yes,Unknown,df1,0
58,Other,13.06,2.23,1.08,4.32,2.38,Yes,Unknown,df1,0
58,Other,8.26,1.51,3.17,8.04,8.26,No,Unknown,df1,0
59,Other,5.5,4.06,3.36,4.73,4.72,No,Unknown,df1,0
39,Male,5.29,7.27,4.91,5.0,4.63,No,Unknown,df1,1
27,Other,5.75,3.89,1.41,8.5,7.72,Yes,Unknown,df1,0
27,Other,12.37,7.77,2.23,7.55,7.38,No,Unknown,df1,0
24,Other,8.92,7.8,4.0,4.93,6.27,No,Unknown,df1,0
18,Other,8.78,2.26,1.55,8.68,3.34,Yes,Unknown,df1,1
45,Other,13.42,6.8,3.32,8.91,0.17,No,Unknown,df1,1
45,Male,2.35,3.57,2.35,8.42,9.27,No,Unknown,df1,1
31,Female,5.92,0.55,4.54,7.79,1.49,Yes,Unknown,df1,1
41,Male,13.12,4.14,3.53,6.84,9.82,Yes,Unknown,df1,1
33,Female,1.42,3.48,3.92,7.68,8.84,No,Unknown,df1,0
61,Other,12.26,6.85,2.62,4.74,6.29,No,Unknown,df1,1
35,Other,9.53,1.86,0.7,8.72,8.03,Yes,Unknown,df1,1
64,Male,6.1,1.58,0.54,8.49,1.39,No,Unknown,df1,0
44,Female,6.08,1.93,2.84,5.06,3.78,Yes,Unknown,df1,1
58,Other,12.49,6.38,0.76,4.37,0.39,Yes,Unknown,df1,1
51,Female,5.52,6.76,1.45,8.04,2.6,No,Unknown,df1,1
28,Male,9.51,0.67,4.57,8.47,4.9,No,Unknown,df1,0
24,Other,13.33,5.43,1.06,7.7,0.63,Yes,Unknown,df1,0
59,Female,2.73,0.42,1.11,5.41,5.07,No,Unknown,df1,1
23,Female,13.3,0.93,3.85,6.91,0.1,Yes,Unknown,df1,0
42,Female,13.13,7.03,2.95,6.29,8.57,Yes,Unknown,df1,0
51,Male,11.42,4.69,1.8,7.37,3.76,No,Unknown,df1,0
59,Female,10.68,3.83,2.06,7.64,0.79,Yes,Unknown,df1,1
22,Female,1.92,2.3,2.26,7.68,5.68,Yes,Unknown,df1,0
64,Other,12.39,3.62,0.07,5.36,0.86,Yes,Unknown,df1,0
19,Other,2.07,1.12,0.35,4.95,8.5,Yes,Unknown,df1,0
61,Female,6.63,0.64,0.14,8.95,4.1,No,Unknown,df1,0
46,Male,9.38,6.98,4.62,4.12,8.99,No,Unknown,df1,0
39,Male,6.3,4.51,1.56,7.04,0.39,Yes,Unknown,df1,0
44,Other,8.03,2.39,1.05,8.17,3.76,Yes,Unknown,df1,1
29,Female,14.25,0.84,2.31,8.97,4.2,Yes,Unknown,df1,1
62,Male,6.07,6.04,2.15,6.48,6.34,No,Unknown,df1,1
28,Female,4.82,4.87,0.49,5.52,6.82,No,Unknown,df1,1
64,Female,9.01,4.88,0.58,6.79,4.45,No,Unknown,df1,0
22,Male,8.9,6.47,1.89,8.12,3.2,Yes,Unknown,df1,0
34,Female,5.01,5.68,1.12,7.97,9.51,No,Unknown,df1,0
41,Female,10.25,0.39,1.98,5.67,7.98,No,Unknown,df1,1
36,Other,4.98,2.33,1.38,6.18,5.13,No,Unknown,df1,1
30,Female,13.54,0.06,3.9,5.97,9.42,No,Unknown,df1,1
41,Male,3.06,5.96,1.38,5.08,8.17,Yes,Unknown,df1,0
18,Female,1.79,7.52,4.16,5.09,2.24,No,Unknown,df1,0
29,Other,7.9,3.38,2.64,8.8,4.08,Yes,Unknown,df1,0
43,Male,2.12,3.74,4.87,5.09,9.22,No,Unknown,df1,1
46,Male,8.76,2.43,1.53,5.92,4.22,Yes,Unknown,df1,0
29,Other,5.59,7.74,4.02,4.13,3.47,Yes,Unknown,df1,1
29,Male,2.97,7.24,3.68,4.18,4.4,No,Unknown,df1,0
37,Male,4.49,0.45,1.69,5.75,8.46,No,Unknown,df1,1
40,Male,6.61,3.01,2.66,4.99,2.02,Yes,Unknown,df1,1
58,Female,11.7,6.86,0.21,5.55,1.55,Yes,Unknown,df1,0
28,Female,7.16,0.59,3.87,5.86,1.21,Yes,Unknown,df1,0
39,Female,8.11,1.67,2.37,5.32,3.86,Yes,Unknown,df1,0
25,Other,1.18,7.42,0.64,5.35,2.03,Yes,Unknown,df1,1
53,Male,1.27,6.61,3.31,7.89,3.29,Yes,Unknown,df1,0
64,Male,1.96,3.17,0.17,8.96,1.27,Yes,Unknown,df1,1
41,Female,2.05,6.37,4.0,7.09,9.43,No,Unknown,df1,0
26,Female,7.13,0.8,4.08,4.2,5.61,No,Unknown,df1,1
41,Female,8.52,4.41,3.92,7.45,6.27,Yes,Unknown,df1,0
54,Male,3.53,5.24,2.22,5.33,5.32,No,Unknown,df1,0
34,Other,12.52,4.04,3.4,8.76,4.22,Yes,Unknown,df1,1
25,Female,10.3,0.32,3.27,6.41,3.47,No,Unknown,df1,0
55,Female,10.16,7.24,1.22,4.72,7.94,Yes,Unknown,df1,0
46,Female,3.31,2.42,3.37,4.69,5.65,No,Unknown,df1,1
25,Male,11.02,0.83,0.91,5.83,7.62,Yes,Unknown,df1,1
65,Male,8.41,0.61,0.18,4.92,8.38,Yes,Unknown,df1,0
48,Other,12.19,7.42,2.32,4.21,3.07,Yes,Unknown,df1,1
42,Female,10.34,7.75,3.08,7.58,8.02,Yes,Unknown,df1,0
30,Female,1.13,4.46,1.46,8.44,3.34,No,Unknown,df1,1
46,Male,12.81,0.38,3.64,5.02,1.56,No,Unknown,df1,0
39,Female,9.22,2.3,2.1,6.42,8.54,No,Unknown,df1,0
48,Female,9.67,7.11,0.45,7.0,1.38,Yes,Unknown,df1,1
24,Female,12.77,7.88,1.29,6.31,7.86,No,Unknown,df1,1
27,Female,2.36,5.53,0.18,5.21,5.59,No,Unknown,df1,1
48,Male,3.96,6.27,2.11,7.53,7.35,No,Unknown,df1,0
25,Other,8.85,4.8,3.8,5.02,5.8,No,Unknown,df1,1
43,Female,5.74,1.17,4.4,8.99,8.8,Yes,Unknown,df1,0
55,Female,6.37,5.3,1.46,7.67,8.63,Yes,Unknown,df1,1
47,Male,4.29,3.94,1.1,7.13,7.88,No,Unknown,df1,1
58,Female,8.77,6.78,4.11,5.36,7.75,No,Unknown,df1,0
32,Male,8.28,7.53,4.01,7.92,3.94,No,Unknown,df1,0
28,Other,10.93,2.24,4.18,8.15,8.01,Yes,Unknown,df1,0
26,Other,8.22,1.4,1.65,5.15,1.29,Yes,Unknown,df1,1
55,Other,3.61,2.03,2.82,7.46,5.58,Yes,Unknown,df1,1
51,Other,6.21,2.3,0.87,8.76,7.02,Yes,Unknown,df1,0
37,Male,2.6,7.47,2.43,8.11,9.34,No,Unknown,df1,0
38,Male,12.23,0.36,2.55,4.73,5.46,No,Unknown,df1,0
34,Other,6.33,2.87,3.83,7.49,6.35,No,Unknown,df1,1
62,Female,11.36,4.13,1.37,8.79,4.3,Yes,Unknown,df1,0
64,Male,2.56,5.81,3.11,4.52,1.16,Yes,Unknown,df1,0
20,Male,13.22,2.6,0.7,5.94,7.75,Yes,Unknown,df1,1
37,Female,8.22,3.4,4.06,5.39,9.57,Yes,Unknown,df1,0
38,Male,11.72,4.15,1.43,6.87,4.11,Yes,Unknown,df1,0
24,Female,10.13,2.08,0.82,8.77,1.08,Yes,Unknown,df1,1
23,Female,7.04,5.63,3.4,8.1,2.47,Yes,Unknown,df1,1
44,Other,1.68,6.83,1.09,5.35,7.86,No,Unknown,df1,0
47,Male,9.58,3.08,1.0,7.23,5.37,No,Unknown,df1,0
64,Other,7.27,0.2,2.49,8.33,5.04,No,Unknown,df1,1
63,Other,8.43,3.84,3.81,7.6,0.43,No,Unknown,df1,1
30,Female,2.82,7.17,0.12,5.42,5.06,No,Unknown,df1,1
62,Female,7.11,2.52,3.43,7.51,5.39,Yes,Unknown,df1,0
22,Female,8.24,5.1,1.38,4.47,8.58,Yes,Unknown,df1,1
51,Other,3.41,5.16,1.08,6.59,5.01,Yes,Unknown,df1,0
65,Male,12.57,1.14,3.24,8.3,0.54,No,Unknown,df1,0
41,Male,12.78,2.03,4.91,8.14,5.3,No,Unknown,df1,1
47,Other,2.52,1.46,2.05,6.11,5.39,No,Unknown,df1,1
34,Female,9.16,3.86,2.76,6.3,4.34,Yes,Unknown,df1,0
56,Female,4.17,6.42,3.4,6.15,1.74,Yes,Unknown,df1,1
26,Male,13.2,2.49,4.79,7.54,0.82,Yes,Unknown,df1,0
28,Other,2.77,1.98,2.45,7.96,2.12,No,Unknown,df1,0
48,Other,11.19,1.12,3.27,6.52,3.78,Yes,Unknown,df1,1
42,Female,2.54,3.15,4.15,6.92,8.99,No,Unknown,df1,1
32,Male,11.04,5.92,1.98,4.73,4.99,No,Unknown,df1,1
37,Female,13.72,4.25,0.04,7.06,8.35,No,Unknown,df1,0
34,Other,4.22,2.06,0.25,7.95,6.59,No,Unknown,df1,0
52,Other,1.6,2.36,1.65,4.07,2.99,Yes,Unknown,df1,0
59,Other,1.82,5.92,1.93,4.88,7.06,No,Unknown,df1,1
27,Other,5.64,0.93,2.62,7.59,6.17,Yes,Unknown,df1,1
60,Other,13.83,6.94,0.02,7.23,8.1,No,Unknown,df1,1
55,Female,14.17,3.44,4.27,8.05,0.55,Yes,Unknown,df1,0
63,Other,11.02,1.37,3.71,5.06,9.17,No,Unknown,df1,1
34,Female,14.1,7.2,4.14,8.35,1.51,No,Unknown,df1,0
42,Female,6.52,7.62,1.22,4.73,2.21,No,Unknown,df1,1
25,Male,2.09,1.24,3.42,8.54,3.8,Yes,Unknown,df1,1
25,Female,3.28,0.35,0.2,5.46,4.09,No,Unknown,df1,0
24,Male,6.75,2.84,1.85,4.38,2.0,No,Unknown,df1,1
42,Other,2.15,6.34,0.71,8.16,0.82,Yes,Unknown,df1,0
19,Other,12.89,0.94,1.79,7.86,3.88,Yes,Unknown,df1,1
36,Male,13.07,5.94,4.09,8.99,2.23,No,Unknown,df1,0
49,Other,9.94,4.23,3.61,7.73,2.39,No,Unknown,df1,1
35,Male,12.35,3.28,2.17,7.85,5.15,No,Unknown,df1,1
18,Female,10.51,4.53,1.04,8.15,2.43,No,Unknown,df1,0
57,Female,4.06,0.27,1.34,8.92,3.95,Yes,Unknown,df1,0
34,Other,7.69,0.11,1.89,4.84,7.52,Yes,Unknown,df1,1
21,Other,9.98,0.5,1.27,5.82,6.23,No,Unknown,df1,0
35,Male,7.27,2.55,2.76,4.68,7.45,No,Unknown,df1,1
26,Other,10.56,7.25,3.18,4.24,7.86,Yes,Unknown,df1,1
49,Female,10.61,4.93,3.82,6.96,8.94,Yes,Unknown,df1,0
18,Male,3.72,2.28,0.68,8.57,5.93,No,Unknown,df1,1
56,Other,7.74,6.42,0.21,4.79,3.17,Yes,Unknown,df1,0
36,Male,2.0,7.24,0.83,5.85,4.75,Yes,Unknown,df1,1
18,Other,14.05,2.43,2.37,7.08,7.07,Yes,Unknown,df1,0
50,Other,3.79,5.69,0.86,5.52,1.89,No,Unknown,df1,0
52,Female,13.54,3.03,2.74,8.95,0.89,No,Unknown,df1,0
42,Male,13.21,0.05,2.27,6.8,4.43,Yes,Unknown,df1,1
20,Other,14.9,2.51,3.47,6.31,0.68,No,Unknown,df1,1
60,Female,12.03,0.23,3.41,8.9,0.59,No,Unknown,df1,1
38,Male,10.64,1.73,2.55,8.12,5.66,No,Unknown,df1,0
43,Female,8.88,3.35,2.95,6.38,8.64,Yes,Unknown,df1,0
45,Male,14.96,1.78,2.82,8.04,8.69,Yes,Unknown,df1,0
51,Male,1.44,6.69,3.05,6.46,6.44,No,Unknown,df1,1
48,Female,9.86,3.08,1.77,5.15,2.64,Yes,Unknown,df1,1
57,Female,3.2,3.5,3.77,7.68,9.73,No,Unknown,df1,0
58,Female,11.61,6.72,2.74,6.78,9.54,Yes,Unknown,df1,0
43,Other,1.16,2.96,4.37,6.17,1.04,No,Unknown,df1,0
53,Female,8.02,3.16,4.01,4.2,2.86,No,Unknown,df1,1
25,Male,5.83,2.57,4.17,5.93,3.73,Yes,Unknown,df1,0
39,Female,8.9,6.67,3.84,6.9,7.37,No,Unknown,df1,0
42,Male,14.89,5.14,0.51,4.38,6.99,Yes,Unknown,df1,1
32,Male,12.6,5.86,2.64,5.63,0.22,No,Unknown,df1,0
58,Female,10.77,1.88,1.69,6.49,3.6,Yes,Unknown,df1,0
56,Female,11.99,2.99,1.62,5.2,8.81,No,Unknown,df1,1
54,Male,1.77,5.78,1.12,5.54,6.17,Yes,Unknown,df1,1
49,Other,3.06,1.26,1.14,6.99,1.92,Yes,Unknown,df1,1
37,Male,5.73,5.84,2.69,5.89,2.04,No,Unknown,df1,1
40,Male,10.75,2.13,2.38,7.77,1.19,No,Unknown,df1,1
55,Male,8.74,2.56,0.76,6.99,2.82,No,Unknown,df1,1
31,Female,3.29,1.84,2.46,6.11,9.21,Yes,Unknown,df1,1
24,Male,5.07,3.74,0.06,7.31,9.7,Yes,Unknown,df1,1
18,Male,7.5,6.13,3.94,8.76,2.53,No,Unknown,df1,1
29,Male,4.3,2.26,3.93,5.29,1.41,No,Unknown,df1,1
19,Male,9.78,0.95,0.79,6.77,4.6,Yes,Unknown,df1,0
40,Female,6.19,5.39,4.8,6.01,8.92,Yes,Unknown,df1,1
40,Male,3.56,6.93,4.29,6.6,5.1,Yes,Unknown,df1,1
19,Female,10.41,6.22,3.95,5.96,5.76,No,Unknown,df1,0
45,Female,5.6,0.94,3.52,4.57,2.2,No,Unknown,df1,0
38,Other,11.28,4.1,3.15,6.63,1.77,Yes,Unknown,df1,0
65,Male,6.79,6.26,1.28,5.05,2.03,Yes,Unknown,df1,1
34,Male,5.75,4.68,1.76,7.95,9.12,Yes,Unknown,df1,1
48,Male,10.38,2.14,3.21,8.9,6.89,No,Unknown,df1,1
29,Other,6.37,7.93,4.62,8.3,4.89,Yes,Unknown,df1,1
32,Female,2.11,6.21,2.86,7.83,1.58,Yes,Unknown,df1,1
43,Male,6.37,1.82,3.7,4.51,4.94,Yes,Unknown,df1,1
38,Male,5.21,6.04,3.59,5.29,9.12,Yes,Unknown,df1,1
55,Other,7.67,5.49,3.58,4.83,6.4,No,Unknown,df1,0
23,Female,13.22,0.57,0.46,7.99,4.97,Yes,Unknown,df1,0
32,Female,6.5,2.11,4.68,6.27,3.68,No,Unknown,df1,1
36,Male,2.8,7.38,0.78,5.98,3.61,No,Unknown,df1,0
26,Female,1.73,6.9,4.9,7.53,6.75,No,Unknown,df1,1
28,Male,8.14,6.86,0.77,6.14,0.02,Yes,Unknown,df1,1
62,Female,6.48,6.29,4.06,8.5,0.45,Yes,Unknown,df1,1
24,Other,10.74,4.64,4.26,4.92,9.07,Yes,Unknown,df1,1
47,Other,14.32,3.01,1.94,8.53,8.62,No,Unknown,df1,1
36,Female,10.38,0.74,0.52,5.95,4.61,Yes,Unknown,df1,1
52,Female,7.42,5.14,0.57,6.06,6.77,Yes,Unknown,df1,0
41,Male,3.57,5.19,4.06,5.47,7.12,Yes,Unknown,df1,1
61,Male,12.45,7.77,3.28,8.19,6.18,No,Unknown,df1,0
30,Female,4.84,7.09,0.39,8.68,5.42,Yes,Unknown,df1,0
32,Other,5.07,0.81,0.29,4.58,6.76,Yes,Unknown,df1,1
54,Other,3.6,0.51,3.53,8.28,4.35,Yes,Unknown,df1,1
44,Other,8.03,4.21,3.98,6.33,0.16,Yes,Unknown,df1,1
32,Other,6.72,6.1,0.26,6.18,1.11,Yes,Unknown,df1,0
62,Male,7.17,0.55,1.24,8.76,9.29,Yes,Unknown,df1,1
40,Other,14.23,0.06,2.76,5.94,1.8,Yes,Unknown,df1,1
55,Female,1.3,5.98,3.14,4.36,4.52,Yes,Unknown,df1,0
59,Other,8.51,4.65,3.67,5.94,2.25,Yes,Unknown,df1,1
29,Female,6.55,5.55,2.59,7.83,2.87,No,Unknown,df1,1
25,Male,8.0,3.89,4.52,6.69,4.75,No,Unknown,df1,1
53,Male,13.01,2.33,4.15,6.92,8.1,No,Unknown,df1,0
56,Other,5.46,0.46,2.8,4.63,1.69,Yes,Unknown,df1,1
40,Other,1.85,3.41,1.07,6.61,8.89,No,Unknown,df1,0
42,Female,8.71,0.99,0.31,7.45,5.28,No,Unknown,df1,1
38,Male,10.35,1.48,3.82,7.37,9.3,Yes,Unknown,df1,1
32,Other,4.73,2.88,4.89,7.33,7.84,No,Unknown,df1,1
54,Other,1.91,2.65,4.66,4.42,2.64,No,Unknown,df1,1
31,Female,10.95,1.21,3.66,6.52,8.89,Yes,Unknown,df1,1
43,Female,12.29,5.49,0.99,8.1,0.6,Yes,Unknown,df1,1
49,Female,7.51,0.93,4.09,8.95,1.96,No,Unknown,df1,0
30,Male,13.82,0.17,0.31,4.36,7.1,Yes,Unknown,df1,0
47,Male,7.96,4.98,2.68,8.53,1.44,No,Unknown,df1,0
24,Other,14.42,1.52,1.17,4.44,4.83,Yes,Unknown,df1,0
20,Female,5.56,3.51,1.24,6.12,8.81,Yes,Unknown,df1,0
33,Female,14.05,5.45,2.83,7.0,6.33,Yes,Unknown,df1,1
51,Male,12.81,5.19,3.53,8.24,8.86,Yes,Unknown,df1,0
44,Female,1.12,0.66,3.88,5.5,3.04,Yes,Unknown,df1,0
23,Male,12.56,6.12,0.14,7.43,8.25,No,Unknown,df1,1
20,Male,5.65,6.23,0.36,6.35,7.24,No,Unknown,df1,1
37,Male,15.0,4.95,2.3,5.2,8.07,Yes,Unknown,df1,1
59,Male,1.41,1.81,2.32,4.46,4.89,No,Unknown,df1,1
22,Other,13.68,1.64,2.95,6.38,9.56,Yes,Unknown,df1,1
29,Other,14.86,3.46,1.34,8.5,6.98,Yes,Unknown,df1,0
21,Male,10.77,7.44,3.88,5.39,8.71,Yes,Unknown,df1,0
60,Male,9.84,0.77,1.23,8.93,5.19,No,Unknown,df1,0
60,Other,8.05,2.57,2.08,5.37,0.6,No,Unknown,df1,0
60,Female,12.24,0.52,0.73,8.5,7.0,Yes,Unknown,df1,0
37,Male,4.78,3.91,0.72,5.14,2.49,No,Unknown,df1,1
51,Other,8.8,3.37,2.42,5.04,3.96,No,Unknown,df1,1
25,Female,2.32,1.81,2.82,8.62,3.52,No,Unknown,df1,1
20,Other,11.79,4.93,4.18,6.24,7.83,Yes,Unknown,df1,0
54,Male,6.47,2.08,4.2,4.55,8.44,Yes,Unknown,df1,1
56,Female,9.08,1.34,3.14,4.96,4.2,No,Unknown,df1,0
55,Male,2.27,0.26,2.52,6.17,7.95,Yes,Unknown,df1,0
47,Male,9.57,1.51,2.12,7.52,4.65,No,Unknown,df1,1
50,Male,14.04,0.87,2.93,8.48,5.71,Yes,Unknown,df1,1
40,Female,13.25,2.66,3.07,6.98,4.64,No,Unknown,df1,1
41,Female,13.84,3.53,4.66,5.9,3.94,Yes,Unknown,df1,1
28,Female,11.96,1.06,0.31,6.88,7.49,Yes,Unknown,df1,0
55,Female,11.64,6.5,4.25,7.23,8.72,No,Unknown,df1,0
34,Male,8.1,3.8,2.67,4.39,2.55,No,Unknown,df1,0
64,Female,9.99,2.72,4.35,7.75,4.55,Yes,Unknown,df1,1
36,Male,11.03,5.62,2.47,4.85,0.41,Yes,Unknown,df1,0
38,Other,7.24,2.19,1.56,5.12,1.86,Yes,Unknown,df1,1
36,Male,9.12,4.1,4.74,8.28,9.98,Yes,Unknown,df1,0
25,Male,4.0,5.84,3.3,4.88,3.34,Yes,Unknown,df1,0
24,Other,6.25,5.58,3.64,8.3,8.96,No,Unknown,df1,0
28,Male,9.43,6.45,2.98,6.86,5.07,No,Unknown,df1,0
26,Male,3.89,6.03,0.89,8.97,8.75,No,Unknown,df1,0
51,Female,11.47,0.67,1.7,5.96,6.47,Yes,Unknown,df1,1
42,Female,6.15,6.16,1.82,7.53,5.03,Yes,Unknown,df1,1
19,Male,10.99,1.22,3.93,6.62,3.15,Yes,Unknown,df1,1
19,Other,6.66,0.85,2.41,4.67,6.61,Yes,Unknown,df1,1
23,Male,5.39,7.37,2.17,8.37,4.15,No,Unknown,df1,1
63,Female,10.33,7.16,2.41,5.77,5.68,Yes,Unknown,df1,0
25,Male,4.48,3.18,2.94,5.53,5.1,No,Unknown,df1,0
64,Female,13.51,6.78,4.59,6.29,8.2,Yes,Unknown,df1,0
57,Female,7.49,3.19,1.25,5.06,1.68,Yes,Unknown,df1,0
41,Male,11.26,6.75,1.61,7.62,0.87,No,Unknown,df1,1
18,Other,6.61,4.41,1.22,7.56,4.41,Yes,Unknown,df1,0
19,Female,7.48,6.87,4.6,7.74,0.0,Yes,Unknown,df1,1
48,Female,5.36,2.45,2.24,7.19,7.99,No,Unknown,df1,1
25,Male,5.69,5.94,1.18,6.44,1.54,No,Unknown,df1,1
46,Male,11.13,4.49,3.0,5.44,5.62,No,Unknown,df1,0
34,Female,5.43,3.92,0.16,8.03,0.11,No,Unknown,df1,1
32,Other,14.03,7.41,2.45,4.68,8.21,Yes,Unknown,df1,0
37,Female,11.84,3.17,2.25,4.92,7.47,No,Unknown,df1,0
57,Female,7.83,3.37,0.17,4.27,1.48,Yes,Unknown,df1,0
37,Female,1.23,0.68,2.31,5.4,3.48,Yes,Unknown,df1,0
18,Other,3.72,2.59,1.47,8.25,7.51,No,Unknown,df1,1
62,Female,6.2,5.37,2.44,7.89,3.27,No,Unknown,df1,1
38,Female,7.71,2.74,2.09,6.45,6.79,Yes,Unknown,df1,1
29,Female,10.78,3.17,0.66,5.25,0.6,Yes,Unknown,df1,1
26,Male,1.42,5.07,0.89,4.38,9.03,Yes,Unknown,df1,0
46,Female,7.02,4.84,4.4,6.92,6.81,Yes,Unknown,df1,0
46,Female,7.78,5.2,3.53,5.53,6.09,Yes,Unknown,df1,1
20,Male,9.3,5.28,3.61,4.19,1.43,No,Unknown,df1,1
20,Male,12.51,0.65,4.01,4.96,0.53,No,Unknown,df1,0
41,Female,4.34,2.7,0.7,6.93,6.97,Yes,Unknown,df1,0
39,Female,2.6,1.19,3.16,4.06,4.22,Yes,Unknown,df1,1
31,Female,8.7,2.48,0.56,8.46,0.88,No,Unknown,df1,0
19,Male,4.05,3.21,2.91,8.81,8.66,No,Unknown,df1,1
29,Male,7.71,3.07,4.84,7.49,4.79,No,Unknown,df1,0
62,Other,7.69,3.41,1.46,6.53,5.52,No,Unknown,df1,0
42,Male,12.99,7.22,0.14,5.35,7.13,No,Unknown,df1,0
29,Other,3.15,1.61,2.7,4.06,2.39,Yes,Unknown,df1,1
25,Female,6.84,2.97,2.34,8.18,2.35,Yes,Unknown,df1,1
56,Female,5.97,3.38,2.81,8.19,6.63,Yes,Unknown,df1,0
61,Female,8.74,2.73,3.45,5.02,9.0,Yes,Unknown,df1,1
51,Other,9.73,0.84,4.1,7.86,4.93,Yes,Unknown,df1,0
46,Male,5.29,7.65,0.69,6.49,7.89,No,Unknown,df1,0
26,Other,14.11,1.57,1.33,8.88,1.26,Yes,Unknown,df1,1
25,Other,11.36,5.84,0.11,6.12,6.67,Yes,Unknown,df1,1
23,Other,4.32,5.43,0.02,5.22,6.37,No,Unknown,df1,1
30,Male,13.63,6.62,4.2,4.04,9.69,Yes,Unknown,df1,1
33,Male,1.28,5.28,4.03,8.63,6.47,No,Unknown,df1,0
63,Male,3.37,6.81,4.84,5.52,0.62,Yes,Unknown,df1,1
29,Other,12.22,0.6,0.15,4.83,2.88,Yes,Unknown,df1,1
49,Other,5.18,0.24,4.75,6.95,4.06,Yes,Unknown,df1,1
20,Male,13.03,3.08,3.17,4.54,7.17,Yes,Unknown,df1,1
53,Male,4.85,0.7,4.98,7.34,4.1,No,Unknown,df1,1
44,Male,11.42,7.55,0.64,7.9,5.76,No,Unknown,df1,0
24,Female,3.76,3.59,1.53,4.25,8.95,No,Unknown,df1,1
41,Other,3.65,2.64,3.88,6.7,2.78,No,Unknown,df1,0
44,Other,1.29,3.26,0.2,7.67,1.86,No,Unknown,df1,0
30,Female,3.45,3.29,0.43,5.48,8.47,No,Unknown,df1,0
43,Other,8.04,4.64,0.46,6.23,0.57,No,Unknown,df1,1
34,Female,3.52,2.45,3.43,6.29,3.26,Yes,Unknown,df1,0
53,Female,2.81,0.75,3.27,5.17,0.58,Yes,Unknown,df1,1
35,Other,11.61,3.73,3.52,5.65,7.65,No,Unknown,df1,1
55,Other,10.24,5.54,0.25,6.77,9.83,No,Unknown,df1,1
54,Male,1.99,7.28,1.06,5.29,0.04,Yes,Unknown,df1,1
49,Female,3.35,4.84,3.5,6.96,9.93,Yes,Unknown,df1,1
24,Other,14.48,1.58,1.31,4.35,7.47,Yes,Unknown,df1,0
27,Female,10.61,1.2,3.74,8.24,6.79,No,Unknown,df1,0
51,Other,11.2,7.8,4.28,7.87,8.41,No,Unknown,df1,0
49,Male,7.34,6.58,1.85,7.25,5.25,Yes,Unknown,df1,0
32,Female,13.97,3.35,3.88,8.79,7.11,No,Unknown,df1,1
47,Male,12.76,6.2,4.3,5.62,0.85,No,Unknown,df1,0
64,Female,12.52,6.39,3.16,5.08,5.24,No,Unknown,df1,1
54,Male,12.84,6.66,2.3,4.47,1.51,Yes,Unknown,df1,0
51,Other,7.24,3.81,4.29,6.32,2.37,Yes,Unknown,df1,0
52,Other,3.54,3.62,0.48,8.51,2.52,Yes,Unknown,df1,0
